Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2019-12-08 00:00:00,202.62,250.87,106.86,88.39,133.89,23.53,6.77,3.28,18.70,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-09 00:00:00,166.81,224.28,98.63,86.82,126.37,20.66,6.26,2.67,21.64,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-10 00:00:00,207.77,279.92,117.72,96.45,147.01,24.22,6.50,3.63,24.96,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-11 00:00:00,267.33,342.05,155.31,115.26,187.58,30.98,8.50,4.57,12.77,4.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-12 00:00:00,260.45,306.71,68.80,74.65,95.64,18.59,8.29,2.13,17.48,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-13 00:00:00,85.69,97.12,42.68,48.80,60.65,11.73,2.24,0.81,15.11,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-14 00:00:00,83.34,101.75,50.24,51.86,68.61,11.99,3.56,0.96,13.62,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-15 00:00:00,92.10,109.64,40.55,44.39,56.58,10.64,3.11,0.52,16.99,0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-16 00:00:00,79.38,97.42,30.49,34.84,43.32,8.79,1.65,0.30,15.26,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-17 00:00:00,91.49,113.37,37.59,36.20,49.78,9.99,1.91,0.53,15.28,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-18 00:00:00,148.14,176.04,37.99,41.01,52.70,10.46,2.44,0.78,24.10,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-19 00:00:00,242.66,316.61,64.37,53.81,80.95,14.00,4.06,1.47,7.84,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-20 00:00:00,305.20,373.78,47.16,50.34,65.12,12.61,3.56,1.00,13.46,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-21 00:00:00,258.68,300.11,39.83,44.18,55.88,11.94,3.33,NA,10.52,1.40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-22 00:00:00,170.06,198.87,29.87,34.58,42.68,9.86,2.18,NA,12.67,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-23 00:00:00,198.42,233.00,33.49,34.20,45.42,12.42,2.43,NA,13.43,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-24 00:00:00,263.13,332.47,38.08,40.68,52.60,12.85,3.79,2.02,10.96,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-25 00:00:00,151.26,203.89,27.27,32.02,39.21,8.72,2.73,0.89,11.55,0.50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-26 00:00:00,188.92,246.87,27.05,34.28,40.22,8.63,2.45,1.01,15.23,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-27 00:00:00,233.14,303.48,32.45,39.81,47.56,9.49,3.07,1.25,12.84,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-28 00:00:00,269.77,370.73,56.70,45.60,70.35,12.60,5.78,2.12,9.81,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-29 00:00:00,320.52,434.69,39.15,46.76,56.70,10.94,8.42,2.01,13.81,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-30 00:00:00,304.37,398.62,57.93,45.08,71.07,13.55,7.61,2.45,6.60,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-31 00:00:00,225.51,264.99,73.06,47.98,84.92,14.52,6.08,2.80,10.96,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
